248,255,255,214,132,99,59,23,9,0,0,0,0,0,0,0
237,255,254,213,118,103,33,31,16,4,0,0,0,0,0,0
218,232,226,185,125,76,19,3,0,0,0,0,0,0,0,0
168,182,176,135,79,36,0,0,0,0,0,0,0,0,0,0
128,147,140,97,60,37,0,0,0,0,0,0,0,0,0,0
92,102,107,73,43,28,0,0,0,0,0,0,0,0,0,0
67,152,155,124,48,2,0,0,0,0,0,0,0,0,0,0
191,217,224,198,124,11,0,0,0,0,0,0,0,0,0,0
192,217,223,197,126,0,0,0,0,0,0,0,0,0,0,0
178,214,221,197,129,8,0,0,0,0,0,0,0,0,0,0
127,165,173,148,79,0,0,0,0,0,0,0,0,0,0,0
81,115,123,98,31,0,0,0,0,0,0,0,0,0,0,0
38,67,74,51,0,0,0,0,0,0,0,0,0,0,0,0
0,16,23,0,0,0,0,0,0,0,0,0,0,0,0,0
164,172,145,56,22,0,0,0,0,0,0,0,0,0,0,0
227,238,215,142,85,61,38,17,6,0,0,0,0,0,0,0
232,246,234,187,121,113,63,6,0,0,0,0,0,0,0,0
245,250,243,205,92,80,56,33,17,3,0,0,0,0,0,0
207,219,216,183,108,50,36,0,0,0,0,0,0,0,0,0
182,186,179,145,77,43,5,0,0,0,0,0,0,0,0,0
133,138,131,98,39,11,0,0,0,0,0,0,0,0,0,0
161,143,92,75,12,0,0,0,0,0,0,0,0,0,0,0
192,174,115,46,0,0,0,0,0,0,0,0,0,0,0,0
186,170,112,32,0,0,0,0,0,0,0,0,0,0,0,0
193,178,139,113,97,66,12,0,0,0,0,0,0,0,0,0
152,168,153,116,91,72,13,0,0,0,0,0,0,0,0,0
189,218,215,172,121,103,58,2,0,0,0,0,0,0,0,0
228,240,235,197,115,72,34,12,0,0,0,0,0,0,0,0
229,228,212,164,118,94,49,0,0,0,0,0,0,0,0,0
201,200,188,147,83,70,17,0,0,0,0,0,0,0,0,0
184,218,224,194,112,43,30,0,0,0,0,0,0,0,0,0
183,226,233,206,126,78,31,6,0,0,0,0,0,0,0,0
204,210,203,171,93,83,0,0,0,0,0,0,0,0,0,0
255,255,233,150,73,58,24,1,0,0,0,0,0,0,0,0
255,255,240,156,66,50,24,7,0,0,0,0,0,0,0,0
255,255,231,144,86,60,27,0,0,0,0,0,0,0,0,0
241,226,189,125,86,71,45,0,0,0,0,0,0,0,0,0
200,189,163,125,89,87,42,0,0,0,0,0,0,0,0,0
202,187,144,98,83,74,23,0,0,0,0,0,0,0,0,0
183,208,207,173,103,65,11,0,0,0,0,0,0,0,0,0
170,216,212,176,113,88,41,0,0,0,0,0,0,0,0,0
152,185,190,156,124,98,52,0,0,0,0,0,0,0,0,0
106,202,202,167,89,48,21,0,0,0,0,0,0,0,0,0
208,203,178,131,75,75,36,0,0,0,0,0,0,0,0,0
185,174,139,85,36,27,0,0,0,0,0,0,0,0,0,0
202,187,136,41,0,0,0,0,0,0,0,0,0,0,0,0
214,199,147,14,2,0,0,0,0,0,0,0,0,0,0,0
177,164,122,98,54,0,0,0,0,0,0,0,0,0,0,0
166,156,132,109,60,0,0,0,0,0,0,0,0,0,0,0
211,203,182,148,92,56,22,0,0,0,0,0,0,0,0,0
225,237,235,200,122,88,44,0,0,0,0,0,0,0,0,0
199,232,232,199,121,126,93,0,0,0,0,0,0,0,0,0
221,242,245,216,124,134,100,5,7,0,0,0,0,0,0,0
255,255,227,198,120,129,92,10,1,0,0,0,0,0,0,0
255,255,217,160,103,109,48,31,16,4,0,0,0,0,0,0
253,243,207,161,88,92,38,13,0,0,0,0,0,0,0,0
225,212,189,167,110,63,1,0,0,0,0,0,0,0,0,0
223,211,175,123,71,23,0,0,0,0,0,0,0,0,0,0
219,221,196,126,51,25,3,0,0,0,0,0,0,0,0,0
255,255,223,138,89,57,30,2,0,0,0,0,0,0,0,0
225,220,182,117,84,57,19,0,0,0,0,0,0,0,0,0
198,190,154,99,44,24,0,0,0,0,0,0,0,0,0,0
199,216,215,181,122,107,69,0,0,0,0,0,0,0,0,0
205,224,219,177,110,106,56,4,0,0,0,0,0,0,0,0
229,246,245,208,111,84,27,16,0,0,0,0,0,0,0,0
228,241,240,206,116,80,43,14,0,0,0,0,0,0,0,0
194,215,219,193,130,91,46,0,0,0,0,0,0,0,0,0
156,181,184,152,96,59,15,0,0,0,0,0,0,0,0,0
131,176,171,126,58,21,0,0,0,0,0,0,0,0,0,0
104,143,139,110,77,46,3,0,0,0,0,0,0,0,0,0
106,126,124,104,77,54,1,0,0,0,0,0,0,0,0,0
123,181,180,143,75,55,20,0,0,0,0,0,0,0,0,0
255,254,228,176,91,92,66,0,0,0,0,0,0,0,0,0
255,255,249,208,122,100,69,21,9,0,0,0,0,0,0,0
230,231,221,188,146,141,106,0,0,0,0,0,0,0,0,0
209,214,201,156,127,122,84,0,0,0,0,0,0,0,0,0
168,179,176,144,88,88,48,0,0,0,0,0,0,0,0,0
249,234,185,112,49,44,12,0,0,0,0,0,0,0,0,0
237,255,252,208,127,62,45,14,3,0,0,0,0,0,0,0
244,237,216,190,121,87,37,0,0,0,0,0,0,0,0,0
