194,218,217,182,119,114,78,0,0,0,0,0,0,0,0,0
158,201,199,162,91,90,54,0,0,0,0,0,0,0,0,0
181,192,181,133,51,43,6,0,0,0,0,0,0,0,0,0
133,142,131,87,15,0,0,0,0,0,0,0,0,0,0,0
117,134,130,95,38,21,0,0,0,0,0,0,0,0,0,0
156,182,184,152,63,33,0,0,0,0,0,0,0,0,0,0
154,210,215,190,97,109,76,0,0,0,0,0,0,0,0,0
174,201,203,175,111,95,47,0,0,0,0,0,0,0,0,0
242,247,222,175,136,120,76,35,21,9,0,0,0,0,0,0
255,255,232,167,95,114,63,30,13,2,0,0,0,0,0,0
255,255,223,151,90,83,28,0,0,0,0,0,0,0,0,0
224,217,188,126,71,41,0,0,0,0,0,0,0,0,0,0
231,237,231,194,111,46,2,0,0,0,0,0,0,0,0,0
181,231,232,198,86,53,60,32,20,7,0,0,0,0,0,0
255,255,246,192,100,87,20,15,2,0,0,0,0,0,0,0
239,237,206,149,82,60,9,0,0,0,0,0,0,0,0,0
219,212,175,118,104,90,40,0,0,0,0,0,0,0,0,0
203,191,151,105,74,64,20,0,0,0,0,0,0,0,0,0
154,142,102,58,44,30,0,0,0,0,0,0,0,0,0,0
121,110,74,26,20,0,0,0,0,0,0,0,0,0,0,0
137,124,95,67,35,13,0,0,0,0,0,0,0,0,0,0
169,156,118,70,39,8,0,0,0,0,0,0,0,0,0,0
131,158,138,72,22,6,0,0,0,0,0,0,0,0,0,0
147,180,184,147,77,54,6,0,0,0,0,0,0,0,0,0
239,245,238,193,142,118,65,0,0,0,0,0,0,0,0,0
230,238,234,194,125,104,43,0,0,0,0,0,0,0,0,0
197,210,209,176,123,92,26,0,0,0,0,0,0,0,0,0
182,181,170,135,81,51,0,0,0,0,0,0,0,0,0,0
176,182,189,158,87,38,0,0,0,0,0,0,0,0,0,0
227,206,203,182,113,42,8,0,0,0,0,0,0,0,0,0
255,248,213,166,99,69,32,7,0,0,0,0,0,0,0,0
251,238,195,142,120,76,14,0,0,0,0,0,0,0,0,0
240,237,206,119,81,36,35,8,0,0,0,0,0,0,0,0
208,213,185,96,46,17,14,0,0,0,0,0,0,0,0,0
161,181,157,73,20,0,0,0,0,0,0,0,0,0,0,0
218,205,157,35,50,42,0,0,0,0,0,0,0,0,0,0
175,177,159,111,69,44,0,0,0,0,0,0,0,0,0,0
198,222,215,170,85,67,41,0,0,0,0,0,0,0,0,0
216,233,230,197,130,114,53,10,0,0,0,0,0,0,0,0
207,189,205,174,107,102,51,0,0,0,0,0,0,0,0,0
197,188,177,139,87,74,33,0,0,0,0,0,0,0,0,0
163,180,170,125,45,25,0,0,0,0,0,0,0,0,0,0
139,171,170,131,63,26,0,0,0,0,0,0,0,0,0,0
195,202,203,176,109,63,11,0,0,0,0,0,0,0,0,0
180,202,212,191,125,44,0,0,0,0,0,0,0,0,0,0
136,161,170,147,78,8,0,0,0,0,0,0,0,0,0,0
151,143,126,102,40,0,0,0,0,0,0,0,0,0,0,0
110,123,117,95,45,0,0,0,0,0,0,0,0,0,0,0
163,149,95,69,20,0,0,0,0,0,0,0,0,0,0,0
124,125,118,100,49,0,0,0,0,0,0,0,0,0,0,0
121,125,118,86,31,0,0,0,0,0,0,0,0,0,0,0
127,245,243,204,110,104,39,27,13,0,0,0,0,0,0,0
